1043462,7,2,3,4,3,8,3,5,5,3,7,3,8,6,7,5,4,5,9,4,0.505
1043463,3,7,8,3,6,0,7,6,4,4,1,4,5,8,8,5,5,7,3,1,0.47
1043465,4,6,7,6,4,2,4,4,7,9,4,3,2,6,2,9,4,3,3,8,0.5
1043468,5,6,2,3,6,4,5,4,6,4,3,5,5,5,6,4,5,8,3,9,0.53
1043469,4,7,6,2,6,5,4,9,4,5,5,3,8,3,5,5,3,3,4,5,0.52
1043470,4,6,1,9,3,6,5,6,7,7,1,1,3,5,6,7,4,7,4,4,0.49
1043471,5,3,3,2,5,5,5,7,9,4,5,4,8,6,7,7,3,3,5,5,0.525
1043473,4,4,5,6,8,3,6,2,4,4,3,3,7,4,7,5,4,5,9,4,0.49
1043475,4,6,6,7,4,3,9,5,4,5,8,6,4,6,2,4,5,7,5,5,0.585
1043476,6,6,4,8,5,4,8,5,4,7,7,7,4,4,5,5,6,8,6,4,0.575
1043477,4,7,7,6,4,5,4,6,6,9,4,4,6,5,7,6,4,6,5,7,0.57
1043478,9,6,4,4,3,3,6,6,4,3,6,1,6,4,0,10,7,4,6,5,0.49
1043479,7,7,6,5,6,4,5,4,8,8,5,8,6,5,5,5,7,4,6,4,0.6
1043480,1,2,2,7,1,6,4,5,9,5,4,5,3,8,5,4,5,3,2,4,0.42
1043481,6,4,6,4,6,3,4,5,7,7,5,2,4,5,6,10,5,8,3,7,0.545
1043482,5,2,4,6,4,8,7,3,4,2,5,8,5,5,6,5,8,3,4,5,0.53
1043483,3,1,3,3,1,0,2,8,8,1,2,6,4,5,4,5,3,4,3,9,0.415
1043484,4,1,5,2,5,4,5,2,7,5,3,7,8,7,4,5,5,6,5,4,0.445
1043486,3,3,5,6,2,3,4,5,3,9,2,7,8,3,10,6,5,6,8,6,0.55
1043487,4,4,8,4,4,5,7,5,5,3,2,4,5,7,3,7,5,4,6,3,0.47
1043488,5,5,4,5,5,9,2,4,5,4,2,4,3,7,3,7,2,5,8,3,0.445
1043489,10,7,5,4,6,5,5,5,9,6,4,3,6,4,4,3,4,5,3,5,0.525
1043491,3,4,5,7,4,3,5,4,4,7,5,2,7,3,8,6,3,8,2,2,0.435
1043492,2,6,5,3,5,9,4,7,5,6,5,4,3,3,3,3,9,3,5,3,0.46
1043494,4,5,9,5,2,6,5,3,6,6,4,6,4,5,4,7,8,6,4,6,0.535
1043495,7,3,7,6,2,4,8,4,4,2,9,3,5,4,1,5,6,8,2,3,0.46
1043496,5,7,5,7,4,4,4,2,5,7,3,4,6,9,5,6,5,6,6,7,0.56
1043498,5,5,9,7,3,5,7,3,8,8,3,3,3,5,2,5,6,3,3,3,0.48
1043499,5,5,3,5,9,8,6,3,5,8,5,7,4,5,3,3,3,7,5,6,0.535
1043500,4,4,9,6,4,3,4,9,4,5,6,1,4,5,5,5,8,4,3,7,0.53
1043501,4,5,5,9,4,5,6,6,5,5,2,3,5,7,5,5,7,2,3,4,0.53
1043502,8,4,6,7,5,2,3,6,3,3,3,3,7,5,5,5,3,5,8,5,0.5
1043503,0,8,5,6,4,4,8,3,4,7,3,6,4,7,7,6,2,5,2,2,0.48
1043504,8,3,5,4,5,4,3,8,3,6,6,9,7,5,6,4,4,5,0,3,0.49
1043505,2,3,2,3,7,6,5,5,7,5,7,7,3,8,2,7,4,4,6,7,0.515
1043506,5,5,9,5,3,4,7,4,9,2,2,6,3,2,2,6,5,4,6,4,0.48
1043508,6,2,6,5,5,9,4,4,8,9,10,1,5,3,7,6,4,3,6,4,0.56
1043509,2,4,6,5,9,5,8,6,5,6,4,3,2,4,7,2,4,6,5,4,0.51
1043510,6,1,3,7,7,3,8,4,6,8,2,6,6,3,6,6,5,3,5,10,0.545
1043511,4,5,4,6,5,6,5,7,3,4,6,6,10,4,3,2,8,6,2,4,0.54
1043512,3,7,2,5,7,2,4,6,7,4,3,4,10,4,5,2,4,2,4,5,0.43
1043513,4,2,4,4,6,6,6,5,6,6,6,6,8,3,6,3,2,5,5,4,0.475
1043514,4,7,4,5,7,6,4,5,5,4,4,3,3,5,8,5,7,6,6,5,0.525
1043516,8,9,5,3,4,5,3,3,7,6,2,3,3,8,4,4,6,5,4,5,0.5
1043517,8,8,5,2,7,4,7,6,4,1,5,7,4,4,9,2,6,5,6,3,0.525
1043518,3,5,5,7,6,7,5,4,6,6,5,3,4,3,1,8,6,8,6,8,0.545
1043519,6,4,5,4,4,3,3,9,4,8,6,5,4,5,4,7,4,5,5,5,0.555
1043522,6,6,9,4,8,3,8,5,7,5,5,4,6,1,4,5,4,2,4,5,0.505
1043524,8,5,5,7,4,7,6,4,5,2,9,5,9,4,5,5,3,5,3,3,0.55
1043525,4,5,3,6,3,3,5,9,5,3,3,2,6,6,5,6,5,4,6,5,0.45
1043528,5,6,7,5,10,5,8,9,3,3,3,5,4,3,4,2,3,3,6,5,0.52
1043529,9,3,5,2,5,4,5,6,10,3,3,3,3,4,10,3,4,4,5,4,0.47
1043531,9,5,5,2,5,10,4,7,7,8,3,6,4,5,6,6,6,2,6,6,0.57
1043535,4,8,3,2,4,5,5,6,4,6,3,8,6,5,4,5,5,8,3,5,0.495
1043537,4,5,8,6,4,5,1,8,6,4,4,5,4,4,8,2,6,3,7,2,0.48
1043538,4,3,7,1,9,7,2,6,3,4,7,3,7,3,5,4,7,2,6,6,0.49
1043540,4,5,4,3,5,4,4,4,4,3,3,3,7,2,8,5,7,3,6,6,0.43
1043541,7,6,4,4,4,2,6,9,3,7,5,7,4,4,1,3,5,6,8,6,0.54
1043542,6,4,5,5,3,8,6,5,7,6,4,5,1,5,5,6,2,4,5,7,0.495
1043545,5,2,6,3,7,2,6,4,5,5,5,5,7,4,9,5,6,5,8,7,0.555
1043546,3,0,2,6,7,10,7,2,4,2,1,5,8,5,4,2,2,5,3,2,0.39
1043548,6,0,6,4,6,8,6,3,6,1,5,6,2,9,5,8,7,6,9,2,0.53
1043550,9,5,6,4,5,2,8,6,6,9,6,1,4,9,4,6,7,6,4,3,0.575
1043551,7,2,3,4,5,6,7,5,8,7,6,5,4,5,9,3,6,6,3,8,0.55
1043552,4,1,4,4,4,3,2,9,6,5,4,4,3,3,8,7,7,4,7,3,0.435
1043554,5,6,4,5,5,5,6,8,7,3,8,5,6,6,6,8,5,9,8,1,0.61
1043556,3,7,8,4,3,6,4,5,5,7,7,6,2,4,10,4,5,4,4,6,0.535
1043558,9,3,3,8,2,6,7,2,3,2,3,5,3,5,7,8,4,6,2,4,0.485
1043559,4,1,1,6,3,5,3,6,4,3,8,1,2,2,6,5,4,1,4,5,0.415
1043560,7,5,5,4,4,5,7,4,4,8,5,7,8,5,5,6,4,4,8,3,0.55
1043562,7,5,8,8,1,6,5,6,4,6,4,5,7,8,3,8,5,5,5,3,0.55
1043564,10,7,4,3,2,3,5,3,2,7,6,6,6,3,5,9,2,6,5,5,0.52
1043565,5,4,4,4,5,3,9,5,3,2,6,6,7,2,4,4,4,5,3,7,0.515
1043566,8,6,4,4,3,4,3,5,4,5,4,4,4,2,3,4,5,6,9,9,0.52
1043568,4,8,6,7,4,2,5,8,7,3,9,4,3,7,5,5,9,4,3,6,0.55
1043572,4,8,1,4,4,5,6,6,6,5,4,5,3,5,6,6,6,4,3,3,0.45
1043573,3,1,3,3,4,5,4,5,2,5,5,2,5,2,8,6,6,4,4,7,0.42
1043574,4,5,9,8,5,8,4,5,6,8,4,3,3,5,5,4,5,8,7,4,0.565
1043577,7,5,5,5,7,6,9,4,3,5,6,6,2,9,8,6,2,7,5,3,0.585
1043578,3,6,4,6,4,7,4,5,4,7,5,3,4,7,5,6,4,6,8,8,0.555
1043580,3,3,3,1,4,4,3,4,4,8,8,4,2,4,2,4,1,3,6,7,0.39
1043581,7,3,3,7,2,3,2,7,6,7,2,8,3,8,4,5,4,1,4,6,0.515
1043582,6,3,6,4,5,5,8,4,5,4,6,5,2,4,9,6,4,6,4,6,0.51
1043584,4,9,7,5,5,6,3,3,3,3,5,8,5,7,7,3,4,2,5,5,0.54
1043585,2,6,7,4,2,6,6,7,5,1,2,5,3,6,6,5,5,6,1,7,0.505
1043589,3,2,4,7,10,7,3,3,6,5,5,7,2,3,6,4,6,5,4,3,0.46
1043590,3,7,6,3,4,5,6,5,5,5,3,3,7,5,4,7,5,2,9,6,0.515
1043591,2,4,8,2,7,5,6,4,7,2,6,5,3,4,4,1,2,8,6,8,0.445
1043592,8,6,7,2,9,2,1,4,4,3,2,7,4,6,4,7,8,8,4,2,0.475
1043593,4,3,3,7,6,5,2,5,9,4,2,5,3,2,4,4,3,2,4,3,0.395
1043594,7,2,4,4,7,2,4,7,6,3,8,7,7,2,5,4,4,4,5,7,0.515
1043596,6,6,9,3,8,3,6,8,5,5,9,6,6,3,5,1,4,5,4,5,0.545
1043597,4,4,4,5,5,5,7,2,5,2,4,7,9,6,9,7,2,5,3,2,0.48
1043598,5,2,3,2,2,4,6,5,5,5,3,5,5,8,5,3,4,5,6,4,0.44
1043599,4,3,5,7,3,4,2,3,4,4,5,8,4,2,4,8,2,2,5,3,0.41
1043600,2,1,3,6,4,2,8,5,4,3,3,7,5,2,7,6,4,4,5,4,0.4
1043601,6,6,4,8,1,3,4,2,5,3,3,2,4,4,3,7,1,2,1,7,0.365
1043603,9,0,5,3,7,4,7,4,1,6,4,7,6,4,3,4,7,6,6,4,0.48
1043604,7,4,4,5,2,5,5,3,3,6,3,4,6,9,4,3,4,3,4,6,0.495
1043606,4,3,5,6,6,9,3,6,4,5,6,4,4,3,5,5,3,8,6,4,0.515
1043607,5,3,6,7,6,4,4,8,6,9,4,6,6,4,1,5,4,4,3,3,0.5
1043608,3,7,5,5,4,7,5,10,3,5,2,3,4,3,4,6,6,6,6,3,0.485
1043612,5,7,3,7,8,6,3,5,7,3,4,6,7,5,8,9,4,6,7,10,0.625
1043614,6,4,4,5,4,9,3,6,4,4,4,6,4,4,4,5,4,8,3,5,0.48
1043615,8,3,3,6,5,6,8,6,8,3,4,2,4,0,5,6,6,9,6,7,0.53
1043616,6,7,5,5,4,8,5,4,2,6,5,2,2,2,7,4,6,6,4,4,0.445
1043617,3,6,5,5,8,3,7,5,4,4,8,5,2,3,5,2,4,5,5,10,0.495
1043619,4,2,8,2,8,5,5,7,2,6,7,5,2,4,6,8,3,8,6,4,0.55
1043620,5,2,4,3,4,7,4,4,5,8,3,7,2,7,5,6,6,3,4,4,0.46
1043621,8,8,6,4,2,6,2,5,5,8,1,5,5,4,4,10,6,6,6,4,0.535
1043622,6,3,2,3,3,3,4,3,6,3,3,7,2,8,5,8,3,8,2,3,0.42
1043623,5,3,5,6,4,3,8,4,4,8,5,3,3,6,4,5,4,6,6,2,0.445
1043624,9,7,9,3,3,3,5,6,7,8,6,7,3,5,3,3,6,6,3,8,0.575
1043625,4,4,5,7,6,4,9,5,4,6,4,5,10,6,7,3,7,3,5,5,0.57
1043626,9,6,1,7,7,1,6,7,5,1,4,7,6,4,5,4,3,4,4,4,0.5
1043628,4,5,5,4,4,7,4,5,9,5,5,4,3,1,4,5,7,5,5,8,0.495
1043629,4,5,6,2,5,3,8,4,6,6,3,3,5,7,4,7,8,4,8,5,0.525
1043630,3,10,9,7,3,8,8,4,7,8,7,2,2,9,2,6,2,4,2,6,0.57
1043631,6,3,3,5,8,4,3,3,6,3,5,3,5,7,3,6,4,7,4,2,0.405
1043633,7,5,2,4,1,8,5,4,10,7,2,6,5,5,3,4,6,3,4,7,0.475
1043636,8,4,3,4,5,4,6,3,5,3,10,3,4,6,6,5,9,7,4,3,0.525
1043637,5,9,4,6,7,6,7,9,0,3,4,5,6,9,2,4,6,1,7,2,0.525
1043639,8,2,5,6,5,3,6,6,6,2,6,3,7,4,2,3,7,2,6,4,0.46
1043640,3,10,5,3,4,5,7,5,4,9,2,5,3,4,2,3,6,3,6,6,0.46
1043641,3,4,4,3,3,3,1,5,5,7,6,6,9,8,4,4,2,6,6,4,0.48
1043642,6,2,8,3,3,3,7,5,4,5,3,5,4,5,5,5,4,3,9,4,0.48
1043643,6,2,6,4,4,4,8,3,6,4,8,4,6,3,4,2,4,8,4,5,0.47
1043644,5,4,3,6,6,4,4,4,3,4,8,4,2,5,8,7,5,4,5,2,0.46
1043645,5,3,6,6,9,4,4,4,1,4,4,6,4,3,8,5,4,6,4,4,0.515
1043646,4,3,4,3,5,2,9,6,7,3,6,3,2,9,5,7,6,4,6,5,0.52
1043649,4,4,5,8,4,6,4,4,1,3,7,4,5,3,3,5,1,9,5,10,0.47
1043650,10,5,4,6,2,7,5,8,5,5,10,4,3,5,3,5,5,5,7,3,0.56
1043651,4,5,2,4,7,5,4,4,4,3,8,2,7,7,5,8,5,6,1,7,0.49
1043654,9,5,2,6,9,6,5,5,2,5,1,3,5,5,2,7,4,8,5,2,0.5
1043657,5,7,3,4,0,5,4,10,5,3,7,7,2,3,4,5,4,2,5,10,0.47
1043660,7,5,6,2,5,3,6,8,4,8,7,9,8,3,8,4,6,6,3,8,0.615
1043661,8,5,6,7,6,3,2,6,9,6,4,4,2,2,6,5,4,7,3,8,0.525
1043662,1,1,8,4,6,7,4,8,9,4,6,6,4,4,3,5,8,4,7,6,0.535
1043663,3,4,2,5,7,2,2,9,7,2,6,7,5,6,8,6,5,4,6,8,0.535
1043664,9,4,4,6,4,9,4,3,7,2,9,6,1,5,6,1,6,3,6,7,0.51
1043666,5,7,8,3,2,2,6,5,2,5,7,5,9,5,3,3,4,5,3,7,0.48
1043667,4,4,5,2,4,3,9,5,6,2,7,3,2,4,3,5,4,3,3,5,0.395
1043668,4,7,6,8,2,3,2,7,6,3,3,4,6,4,2,4,5,7,7,5,0.47
1043669,10,4,7,4,6,5,4,5,3,2,3,6,5,2,4,6,3,7,2,2,0.495
1043671,4,7,3,5,6,4,8,8,5,4,5,5,4,5,4,5,5,6,6,6,0.53
1043672,6,7,5,4,4,6,7,6,8,6,4,3,5,4,7,5,6,4,8,7,0.57
1043673,6,7,4,6,5,4,3,10,5,5,3,3,4,6,2,4,7,5,5,4,0.49
1043676,4,4,6,4,4,6,4,3,8,7,3,7,1,3,5,6,3,5,1,2,0.43
1043677,2,2,8,3,4,6,7,3,6,6,4,2,5,4,6,4,6,6,4,6,0.49
1043678,7,3,5,3,6,3,3,7,1,6,2,3,3,4,5,2,2,6,6,3,0.39
1043681,5,4,5,5,2,6,5,2,7,5,4,5,4,8,4,4,7,3,3,5,0.455
1043685,8,5,8,4,4,7,6,6,3,3,2,6,4,2,5,5,4,5,3,4,0.515
1043686,8,5,7,2,3,4,4,10,5,4,5,6,5,5,5,0,2,6,4,5,0.515
1043687,6,6,4,9,5,7,2,5,2,2,4,8,6,4,3,8,5,5,4,4,0.495
1043688,3,5,9,4,10,5,7,4,5,4,5,8,3,4,3,4,7,6,3,3,0.525
1043689,4,5,6,3,1,6,9,4,5,2,6,5,8,5,8,6,4,5,3,4,0.515
1043690,7,3,6,4,5,3,8,3,7,5,8,6,2,2,5,2,6,6,5,4,0.51
1043691,7,4,5,3,6,9,6,5,2,4,4,6,4,6,2,2,7,9,4,5,0.505
1043692,4,6,5,5,5,4,2,6,9,6,6,5,7,5,10,3,3,4,6,3,0.535
1043693,3,4,5,3,5,3,6,4,8,4,6,5,4,2,6,7,8,5,4,3,0.46
1043694,6,5,5,3,0,6,5,7,4,2,6,8,4,6,9,5,6,9,3,3,0.51
1043695,8,7,2,9,4,6,4,4,6,6,6,7,3,1,5,6,3,8,6,3,0.535
1043697,7,4,4,6,8,6,3,2,5,5,4,6,3,1,4,4,5,8,2,6,0.46
1043698,4,5,4,4,2,5,3,3,4,5,1,6,3,5,3,5,3,6,6,2,0.385
1043701,7,2,5,7,5,4,4,2,7,3,4,6,5,6,3,5,6,8,6,7,0.51
1043702,5,3,8,8,5,6,6,6,4,6,5,4,8,7,3,6,6,4,7,4,0.575
1043704,7,5,1,4,3,2,9,7,5,7,4,3,6,6,4,4,7,5,2,5,0.465
1043705,2,4,5,4,6,2,4,8,6,5,3,6,3,4,6,6,3,6,2,5,0.495
1043706,4,6,3,3,4,2,6,7,7,4,4,6,6,5,6,4,8,4,5,6,0.53
1043707,7,5,1,4,5,4,8,8,4,3,0,6,5,4,6,6,8,6,4,4,0.5
1043708,6,6,5,5,6,2,3,6,8,3,5,9,5,3,3,4,4,4,4,2,0.48
1043710,5,6,6,2,4,8,5,2,5,6,4,4,3,3,3,4,4,5,5,6,0.43
1043711,4,4,7,5,5,5,6,3,3,1,9,7,8,2,5,4,5,5,6,7,0.505
1043713,5,7,1,2,4,4,4,5,3,5,4,5,5,2,1,5,3,4,0,3,0.415
1043717,4,5,9,6,4,2,4,4,4,7,5,8,2,8,4,6,4,3,6,3,0.49
1043718,6,4,5,7,4,3,5,5,4,4,1,5,4,5,6,5,5,5,8,2,0.51
1043719,6,4,5,8,4,4,2,3,7,3,5,5,5,8,3,4,6,2,4,8,0.5
1043720,2,5,4,4,2,6,3,4,7,5,2,4,8,1,2,3,2,3,1,5,0.415
1043721,3,6,1,4,6,3,2,3,2,5,4,6,1,5,4,7,4,2,5,3,0.37
1043722,4,8,4,6,5,7,5,4,7,4,2,4,9,4,7,4,6,4,4,9,0.57
1043723,3,5,6,6,7,5,2,4,4,5,6,4,3,5,4,2,5,8,4,3,0.455
1043724,4,4,4,4,6,5,6,5,5,5,1,1,4,3,5,5,4,5,2,4,0.41
1043726,2,6,8,4,4,5,4,4,5,4,5,7,4,4,10,2,4,7,6,4,0.495
1043730,2,7,5,3,4,1,6,8,4,9,4,3,2,6,4,3,7,6,5,4,0.46
1043731,4,4,2,4,8,6,5,4,5,4,2,5,7,4,7,4,2,8,6,3,0.49
1043733,5,4,3,1,3,9,3,6,6,3,4,7,7,7,5,6,2,9,4,6,0.505
1043734,5,4,5,4,5,5,9,1,8,6,3,7,5,6,3,4,6,3,4,4,0.51
1043736,5,3,3,2,6,3,9,4,6,5,5,3,5,2,6,3,10,3,3,5,0.45
1043738,5,6,5,5,3,7,4,7,7,7,6,5,5,8,1,2,4,3,4,6,0.495
1043739,6,5,3,4,3,7,5,5,4,5,4,3,5,7,8,8,8,6,6,5,0.54
1043740,9,8,5,5,5,7,5,4,4,2,9,5,4,4,9,3,6,4,6,7,0.585
1043742,6,6,5,7,4,5,8,5,2,4,3,3,7,5,3,1,7,4,3,2,0.495
1043743,7,6,3,2,4,5,1,5,5,5,6,7,3,4,4,5,9,5,4,4,0.515
1043744,3,5,3,2,5,6,3,4,4,2,6,3,4,5,4,2,5,6,8,4,0.42
1043746,6,5,4,2,3,2,5,7,4,6,9,9,5,4,2,5,6,4,4,3,0.47
1043747,7,6,4,5,8,1,6,3,4,8,5,5,2,4,4,7,2,7,6,1,0.47
1043748,8,0,4,7,4,8,6,6,4,3,6,7,6,4,3,2,7,1,8,5,0.495
1043750,4,5,8,1,4,2,2,2,7,1,7,4,2,4,7,3,7,9,4,7,0.43
1043751,4,5,8,4,3,8,6,5,5,6,5,6,4,6,6,5,4,2,6,6,0.55
1043752,5,3,5,5,6,2,7,3,7,4,4,3,5,3,3,4,4,3,5,8,0.44
1043753,3,4,4,3,7,2,5,1,5,5,3,3,6,3,9,1,3,2,1,4,0.415
1043754,9,4,5,9,5,6,8,5,4,2,5,3,4,6,5,5,8,6,6,5,0.575
1043755,4,5,4,2,6,5,6,3,3,4,6,5,9,9,5,3,6,5,7,1,0.5
1043756,3,2,5,3,8,6,3,7,5,6,8,5,6,4,10,2,4,4,7,3,0.505
1043757,7,6,6,3,4,1,7,4,3,3,6,7,4,4,6,4,5,4,10,4,0.485
1043758,4,4,6,9,5,6,8,2,4,1,5,6,4,0,3,5,9,4,7,4,0.52
1043759,4,5,5,4,7,4,4,4,9,2,8,7,3,3,4,2,4,5,3,5,0.515
1043761,10,5,5,6,4,5,3,4,5,6,3,8,3,4,4,9,4,2,3,6,0.495
1043762,9,9,3,8,6,4,7,6,4,7,4,2,4,1,7,7,2,3,3,9,0.53
1043763,4,1,8,5,8,1,7,10,6,4,8,4,5,1,7,6,5,3,1,6,0.555
1043764,6,4,7,7,2,2,4,3,3,6,5,4,5,3,9,4,6,7,2,3,0.455
1043766,3,2,5,8,3,5,3,3,6,8,5,3,6,7,8,6,2,6,6,9,0.52
1043767,6,6,3,8,5,8,6,4,3,6,7,9,10,4,4,6,4,4,4,2,0.57
1043769,5,5,5,5,9,4,4,4,3,4,6,4,6,5,5,4,3,4,5,5,0.46
1043770,4,4,6,5,3,4,5,5,7,3,3,9,4,4,8,7,4,7,3,2,0.475
1043771,7,3,7,4,2,5,5,5,6,3,7,8,4,3,2,3,8,4,6,3,0.47
1043772,5,5,8,5,6,2,5,5,8,4,7,9,6,4,2,9,7,6,6,1,0.58
1043773,2,3,1,9,2,5,6,8,4,5,4,4,8,5,3,3,4,4,6,6,0.505
1043775,5,3,4,7,5,1,7,7,7,7,4,3,4,8,3,9,4,5,8,3,0.55
1043777,3,4,4,8,5,4,1,6,4,7,1,4,5,4,5,7,4,7,6,3,0.505
1043778,7,7,6,4,5,3,5,5,3,4,9,4,9,8,4,2,6,5,3,7,0.555
1043779,6,2,1,5,5,4,8,8,7,7,4,4,4,7,5,4,5,4,4,6,0.555
1043781,6,8,5,5,10,6,6,7,6,6,7,4,3,3,6,4,3,6,7,4,0.59
1043782,2,3,5,7,4,2,3,4,4,7,7,7,2,9,2,5,6,8,5,6,0.53
1043783,6,5,3,4,5,8,5,8,4,8,4,5,6,4,9,7,5,5,7,4,0.595
1043784,5,6,3,3,2,5,6,5,7,4,5,7,7,8,8,6,2,4,8,4,0.535
1043785,2,3,5,7,9,3,7,10,5,8,8,7,6,9,4,6,6,7,4,4,0.61
1043786,5,3,5,4,5,4,3,6,8,6,3,5,4,1,6,6,1,2,5,2,0.41
1043787,4,6,5,6,6,8,3,6,3,4,7,6,4,3,3,5,3,6,4,5,0.465
1043788,4,4,5,3,0,7,5,3,6,7,5,4,5,4,9,6,6,4,5,4,0.465
1043790,8,6,9,2,5,5,4,3,6,5,1,6,5,9,5,2,4,5,3,4,0.475
1043791,4,4,7,7,2,2,7,7,9,3,5,4,4,2,4,4,4,4,9,1,0.48
1043794,2,2,3,6,8,4,4,6,7,4,8,9,6,3,3,10,6,9,3,4,0.56
1043795,2,4,4,2,6,8,1,6,8,6,6,3,6,5,5,7,3,4,7,4,0.485
1043797,1,8,6,3,3,6,1,9,5,6,6,3,2,4,7,3,2,5,0,4,0.42
1043798,5,5,5,5,5,3,5,3,3,5,1,9,4,6,3,5,2,7,4,5,0.425
1043799,6,4,8,3,4,5,8,10,8,7,6,4,7,4,4,3,5,7,1,3,0.545
1043800,3,2,7,7,7,5,4,5,5,4,3,6,3,3,3,7,4,3,6,8,0.52
1043801,5,5,6,3,6,4,7,4,4,5,8,4,3,5,2,9,6,4,5,4,0.54
1043803,4,5,6,3,3,3,8,5,4,7,4,3,0,1,1,1,4,5,4,1,0.415
1043804,8,6,3,2,8,6,4,5,5,3,4,4,3,4,4,4,5,5,5,3,0.455
1043805,5,6,4,3,4,3,5,5,2,5,4,4,5,7,9,6,2,2,7,3,0.455
1043807,7,7,7,7,7,6,9,4,6,7,8,4,10,4,2,7,6,8,2,6,0.685
1043808,5,4,3,5,3,3,5,4,2,1,7,8,4,5,6,7,6,5,5,10,0.49
